LNR,RESPONSE
1754,0.024314787805594044
1770,0.028166710837550533
1465,0.004852383211882906
1470,0.004533289114412777
1478,0.006856701948947796
1782,0.003434007313679363
1485,0.009564286603668945
1519,0.01437472745941246
1835,0.007834078332133794
1522,0.009555138419606615
1539,0.008931418277574184
1853,0.040603433017223044
1856,0.004573894042648094
2502,0.014654924619830917
2182,0.027497056488032794
2191,0.0138179388849765
2522,0.011518530603594652
2530,0.01667972160494121
2215,0.007045243594963316
2550,0.02627565974149563
2570,0.021398307372558587
2574,0.010649165476502227
2579,0.02631176739338072
2247,0.026265956933330916
2674,0.004669270770696621
11434,0.006551575436361404
11122,0.022688243585121573
11127,0.013472981548817096
11443,0.016670905546937596
11170,0.011725739492726109
11191,0.006874252246127222
11198,0.03467450864909104
10936,0.011725739492726109
11244,0.015274965261470631
11247,0.011434247421250252
11252,0.021225869974968874
11259,0.011725739492726109
10945,0.008754118368164794
10951,0.0054304780682826485
11271,0.014819500252214807
10963,0.026225449741199284
11282,0.01261503737206874
11291,0.005533617259050522
10980,0.007785187179050245
10994,0.006909476327506564
10998,0.011725739492726109
11303,0.008368165764697493
11630,0.003932634715948786
11636,0.008270522686332866
11949,0.008306059693229383
11950,0.017683522390595993
11956,0.024367070205180266
11648,0.011725739492726109
11653,0.014744781447565632
11967,0.006598438046252482
11972,0.003329889955791286
11975,0.009397711825431239
12110,0.011070427163568524
12113,0.034642369376566326
11712,0.0034842126274853597
11716,0.010798610576671733
12000,0.008377403870855251
11722,0.013102664380304774
12023,0.011725739492726109
12046,0.0030125460494853005
11762,0.011496467406801669
12071,0.004906846259047996
12077,0.0059336984315413056
11785,0.023323894395586076
11788,0.011626942382424437
11790,0.00909967678638124
11800,0.010303264372123295
11806,0.004886310364895731
11816,0.006077040833873696
11505,0.013433897336302923
11837,0.009143841868044464
11531,0.018319230631560716
11848,0.01214696633221529
11854,0.00856558362403913
11877,0.0052423677015930445
11563,0.009917733040710483
11567,0.021853295260664072
11894,0.012771739579500408
11906,0.00838802746901767
11917,0.011725739492726109
11610,0.011725739492726109
11923,0.01474739720490074
12596,0.008298100088371608
12603,0.0034318276452123776
12608,0.018940596999935395
12633,0.005584964975151406
12637,0.012696553622037615
21484,0.011725739492726109
21184,0.004813149768053756
21247,0.008047467598721157
20991,0.009564668675235479
21018,0.012223424835234172
21019,0.02276169953186058
21047,0.0024481664802298796
21054,0.0038492879700853595
21374,0.014066186845685636
21392,0.004402283587938448
21713,0.0037972389415442615
22019,0.0036349743199029045
22025,0.033279182449946564
21722,0.024039198404996492
21728,0.0036568147111504146
22039,0.011725739492726109
22044,0.010934079110696897
61900,0.015993684492032395
62548,0.023056494064231922
63176,0.012214725129497395
64473,0.02449660469002153
64779,0.0277162239441831
64780,0.0036113620118809874
64784,0.006431776316747054
65105,0.011725739492726109
65431,0.022242572153713062
65433,0.039729498724014586
66055,0.003765389680309989
66071,0.01168680343275278
61280,0.021577904338885064
61281,0.013439943826664535
61284,0.007067700267581494
61597,0.004792872315956553
61606,0.0032879865765051888
62235,0.028084672373505815
62240,0.007275507932932525
62241,0.0062790076353210385
62555,0.02093217782189215
62557,0.010624510226544365
62565,0.00486345257847195
62566,0.027999585103211284
63515,0.003362074002777661
63524,0.03833117853150121
64797,0.007773629581291469
65116,0.010834619950228939
75249,0.008005761598059722
75253,0.03648822952695909
75575,0.011243404292303253
76212,0.010018521474293227
71422,0.004236557498152842
72059,0.009434468713627703
72060,0.015874002147420695
72383,0.005137049602552964
72386,0.008926811307786336
72700,0.017782953083232626
72715,0.00486541575055938
73028,0.01818089150471458
73346,0.00589754889792905
73658,0.012682957298832074
73662,0.019917914623844107
73666,0.013329415933363122
73668,0.012916127132329334
73985,0.026805114799913175
74299,0.0026934394043810223
74310,0.009842996209213164
74312,0.02187939409230592
74619,0.016489673107481867
74620,0.0032354533520994725
74627,0.003505832289611961
74938,0.0036789625110353777
74952,0.01234497924613608
75911,0.005058382948766476
75913,0.006982278694512439
76221,0.004729825842994212
76227,0.01434295591411343
71448,0.005476509769113518
15887,0.008813641664434544
15498,0.011857872506416473
15504,0.01212034018701769
15507,0.006329026072921607
15521,0.014041016118983072
24403,0.0038619009608803654
24100,0.017267534503951198
24436,0.016471411193715993
24440,0.014517236918605831
24442,0.011725739492726109
24148,0.009156673626908501
24149,0.0034917984754013467
24155,0.0043744166433667495
24458,0.003915297469870636
24169,0.018020250053837696
24477,0.029738425252587842
24479,0.004669684148735461
24486,0.016910304769644783
24190,0.0193335109354127
24515,0.015799232183486597
24214,0.01749295717696244
25183,0.011725739492726109
25207,0.0036508707866153367
24889,0.024986250364782348
24890,0.009843571675641042
25226,0.008092239650755484
25232,0.009889480450817214
25244,0.003655486516464055
25339,0.009107697746320486
25355,0.02229426603769155
24958,0.006655453692483236
25277,0.020724866931015436
25286,0.017424529650470737
24988,0.011496467406801669
25298,0.00474426026890959
25309,0.025549898173535153
25315,0.003124063082737676
25014,0.011496467406801669
25322,0.007277316393220019
25333,0.025175762592620183
25025,0.013371605294344195
24726,0.02761584686026651
24735,0.01168680343275278
25055,0.00898479928788029
25056,0.01215351989838722
24746,0.015616718863780545
25061,0.005719531250789818
25067,0.011755403797874195
25074,0.006936805917191283
24773,0.004546292726146177
25080,0.011496467406801669
25086,0.016685259790733428
25088,0.019312305972769804
24777,0.007932252059320218
24796,0.011882931743169373
25104,0.004071048311343121
24806,0.003694967745283142
25118,0.007630181377477519
24822,0.011725739492726109
82811,0.02432187229923166
83449,0.042149315170883064
83459,0.011060208830373102
83770,0.011060208830373102
84091,0.005377033253858603
84096,0.009897918898714095
84737,0.009967402688951101
85048,0.010423211795615079
85049,0.019248544366399303
85051,0.01792253947285187
85369,0.003961676338075008
85374,0.005422619838271969
85380,0.004904650939981513
82190,0.0037534503388109634
82505,0.012018876822454515
82515,0.004905280784308039
82517,0.010402166964181824
82821,0.012933658839218435
83140,0.012732974144206932
788,0.004102014408587518
1102,0.002857734608776316
1109,0.009405553502622845
821,0.003239359547335754
829,0.009308965460184672
837,0.01727802295212881
845,0.013345406047556355
1163,0.02430451407970654
861,0.010865011941628469
899,0.008871945843794533
1207,0.025338595223651676
906,0.0043345500561881595
1221,0.019603945729181983
1545,0.007255859413841736
1546,0.019463053388825275
1555,0.0230801655590829
1556,0.020931687684688578
1879,0.008198728920110507
1885,0.013537047935372885
1593,0.0039804593410140655
1902,0.01841571889284254
1611,0.003981467496792319
1921,0.007397782522941611
1927,0.011728549999094937
1651,0.005994640060119692
1978,0.01774785359081193
1718,0.011851719866501053
1722,0.004823120337290709
1734,0.004069628622272876
41705,0.020274635178708148
41711,0.011496467406801669
41712,0.003734344928349583
42029,0.01774318936874865
42347,0.006719630516851548
42352,0.010986946150923143
42353,0.003013408652795617
42671,0.00939204258468316
42987,0.006647755199569587
43310,0.008877146794236655
43627,0.008341671612974949
43629,0.009466863724009561
43945,0.00983383382532818
43953,0.012603126346599818
43954,0.03242085462894974
43961,0.01044579285652863
44280,0.008351301413108714
44917,0.009409375110582794
44924,0.006869500395792672
44927,0.011647598988340472
45244,0.003666533585665624
45570,0.01851617862407313
45584,0.008028242105204622
41721,0.00417033160706155
41739,0.011496467406801669
42054,0.00671617883270309
42369,0.009474435237152988
42689,0.011307173446871875
43019,0.012081088803922583
43331,0.03007488455292348
51328,0.009389631145152228
51644,0.019169899704307273
51653,0.009111783289938401
51969,0.028370953983809975
52308,0.02326967708283775
52310,0.023081479839229074
52626,0.028131853892302047
52638,0.0045186658536666684
52940,0.00787477484855136
52954,0.026836867389431363
55194,0.01264923194393425
55196,0.004318855083695187
55526,0.011496467406801669
55847,0.00844758739013436
55848,0.011496467406801669
51024,0.011496467406801669
51031,0.0061338197881054
51342,0.015964798873093117
51348,0.005371361350795115
51666,0.024357377582964645
51674,0.010309983232329099
51680,0.030965156962654675
52331,0.009597970520992307
53302,0.011725739492726109
82163,0.0269768056043693
82481,0.015987925846969047
82498,0.006083608352827679
55852,0.011725739492726109
55858,0.011588059229953263
55859,0.005581362199311674
51037,0.011725739492726109
51039,0.007584925734162643
51683,0.011636326962945346
51685,0.00500648396695413
51695,0.007608022932005394
51702,0.008148354422226608
52343,0.01265832374258102
52353,0.010834619950228939
53314,0.011725739492726109
53322,0.0113327594763399
53950,0.029342222868916603
54597,0.008604466107508509
54925,0.004392868909527484
55245,0.016171714641089765
55558,0.013974872259301524
